kode,nama,kab,alamat,TELEPON,pemilik,kelas
3501016,RS Umum Daerah  dr. Darsono,Pacitan,Jl. Ahmad Yani 51 Pacitan,0357-881410,Pemkab,C
3578808,Mayapada Hospital Surabaya ,Kota Surabaya,Jl. Mayjend Sungkono No. 16-20 ,031-99217777,SWASTA/LAINNYA,C
3524047,RS Muhammadiyah Babat,Lamongan,"Jl. KH. Ahmad Dahlan No. 14 Babat, Lamongan ",0322-451125,SWASTA/LAINNYA,D
3507105,RS Lawang Medika,Malang,"Jl. Dr. Cipto No.8 Bedali, Lawang, Kab. Malang",0341-420888,SWASTA/LAINNYA,D
3573246,RS Umum Hermina Tangkubanprahu,Kota Malang,Jl. Tangkubanprahu No. 31-33 Malang,0341 - 325082,SWASTA/LAINNYA,C
3528024,RS Umum Larasati Pamekasan,Pamekasan,Jl. Mandilaras No.74-80 Pamekasan,0324 328305,SWASTA/LAINNYA,D
3521014,RS Umum Widodo,Ngawi,Jl. Yos Sudarso 8 Ngawi,0351-746777,SWASTA/LAINNYA,C
3524056,RS Muhammadiyah Kalikapas Lamongan,Lamongan,Dusun Kalikapas Rt.001 Rw.002 kelurahan Sidomukti Kecamatan Lamongan Kabupaten Lamongan  Provinsi Jawa Timur,0813-3149-8900,Organisasi Islam ,D
3518045,RS Umum Bhayangkara Tk. III Nganjuk,Nganjuk,"Jl. Abdul Rahman Saleh 56, Kauman, Kabupaten Nganjuk",0358-321896,POLRI,C
3572043,RS Umum Syuhada Haji,Kota Blitar,Jl. Tanjung No.158 Pakunden Kota Blitar,801607,SWASTA/LAINNYA,C
3578784,RS Ibu dan Anak Perdana Medica,Kota Surabaya,JL Raya Kutisari No. 6 Surabaya,031-99851925,Perusahaan,C
3579030,RS Umum Karsa Husada Kota Batu ,Kota Batu, Jl. A.Yani No.10-13 Kota Batu ,0341-591036,Pemprop,B
3526027,RS Umum Lukas,Bangkalan,"Jl. KH. Moch Kholil no. 36A Bangkalan Kab Bangkalan Provinsi Jawa Timur
Kode Pos 69115",031-3095148,SWASTA/LAINNYA,D
3526029,RS Umum Anna Medika Madura,Bangkalan,Jl. RE Martadinata No. 10 Mlajah Bangkalan,(031) 99303942,SWASTA/LAINNYA,D
3522075,RS Umum Daerah Kepohbaru,Bojonegoro,Jl. Raya Kepohbaru-Gunungsari No. 472 Kec. Kepohbaru Kab. Bojonegoro Jawa Timur,081335011152_,Pemkab,D
3510106,RS Graha Medika,Banyuwangi,"Jl. Raya Genteng, Dusun Sidorejo Wetan RT 001 RW 001 Desa Yosomulyo, Kecamatan Gambiran, Kabupaten Banyuwangi",0333-848999,SWASTA/LAINNYA,C
3511013,RS Mitra Medika Bondowoso,Bondowoso,Jl. HOS Cokroaminoto nomer 98 Kab. Bondowoso,0332 421981,SWASTA/LAINNYA,C
3574023,RS Umum Dharma Husada,Kota Probolinggo,Jl. Sukarno Hatta No. 10 Kota Probolinggo,0335 422176,SWASTA/LAINNYA,D
3578213,RS Umum Daerah Bhakti Dharma Husada,Kota Surabaya,"Jl. Raya Kendung No.115-117, Surabaya ",031-7409135,Pemkot,B
3510054,RS Islam Fatimah,Banyuwangi,"Jl. Jember nomor 25, Kelurahan Kalirejo, Kab. Banyuwangi, Provinsi Jawa Timur",(0333) 421451,SWASTA/LAINNYA,C
3573264,RS Ibu dan Anak Melati Children Hospital,Kota Malang,Jl. Suropati No. 12 Malang,0341-340033,SWASTA/LAINNYA,C
3504056,RS Umum Era Medika ,Tulungagung,Jl. Raya Pulosari No. 15 Ngunut Tulungagung,(0355) 396566,SWASTA/LAINNYA,C
3578235,RS Bunda ,Kota Surabaya,Jl. Raya Kandangan 23-24 Surabaya,031 7442220,SWASTA/LAINNYA,D
3506062,RS Umum  Aura Syifa,Kediri,Jl. Joyoboyo 42 Dsn. Dlopo Desa Karangrejo Kecamatan Ngasem,0354 - 698236,Perusahaan,C
3578768,RS Ibu dan Anak Lombok Dua Dua Lontar,Kota Surabaya,Jl. Lontar No. 206 (lama Jl. Raya Lontar No. 109) Surabaya,(031) 7526071,Perusahaan,C
3578020,RSPAL dr. Ramelan,Kota Surabaya,Jl. Gadung No. 1 Surabaya,031-8438153,TNI AL,A
3574080,RS Umum Daerah Ar Rozy,Kota Probolinggo,"JL. Prof Hamka KM 3.5 Kelurahan Kareng Lor Kec Kedopok Kota Probolinggo Jawa Timur
",(0335) 4490009,Pemkab,C
3516016,RS Umum Daerah Sumberglagah,Mojokerto, Dsn. Sumberglagah Ds. Tanjungkenongo Kec. Pacet Mojokerto,321690441,Pemprop,C
3514057,RS Graha Sehat Medika,Kota Pasuruan,"Jl. Ahmad Yani No.15, Kel.Karang Ketug, Kec. Gading Rejo,  Kota Pasuruan, Propinsi Jawa Timur, Indonesia, 67135",03435611000,SWASTA/LAINNYA,D
3515122,RS Umum Mitra Keluarga Waru,Sidoarjo,Jl. Jend. S. Parman No. 8 Waru,031-8543111/ 85,Perusahaan,B
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,Kota Surabaya,Jl. Prof Dr. Moestopo 47 Surabaya,"5053196, 505319",Kementerian Lain,B
3507098,RS Mitra Delima,Malang,"Jl. Raya Bulupayung No. 1B, RT 007, RW 031, Desa Krebet, Kec. Bululawang, Kab. Malang",0341 - 805183,SWASTA/LAINNYA,C
3525021,RS Semen Gresik,Gresik,"Jl. R A Kartini No. 280 Kel. Tlogopatut Kec. Gresik, Kab. Gresik",031-3987840,SWASTA/LAINNYA,B
3517025,RS Airlangga Jombang,Jombang,"Jl. Airlangga, No. 50 C Jelakombo  Kecamatan Jombang Kabupaten Jombang Provinsi Jawa Timur",0321-861577 / 0,SWASTA/LAINNYA,D
3504087,RS Umum Daerah Campurdarat,Tulungagung,"Jl. Kanigoro No. 13 Ngingas, Kecamatan Campurdarat, Kabupaten Tulungagung, Provinsi Jawa Timur",0355 531129,Pemkab,D
3578789,RS Ibu dan Anak Kendangsari Surabaya,Kota Surabaya,Jl. Raya Kendangsari No. 38 Surabaya,031-8437200,SWASTA/LAINNYA,C
3512051,RS Mata Situbondo,Situbondo,"Jl. PB. Sudirman No 05 RT. 02 RW. 02, Kab. Situbondo",08113477555,SWASTA/LAINNYA,C
3504045,RS Umum Islam Orpeha,Tulungagung,Jl. KH. R. Abdul Fatah Batangsaren Kec. Kauman Kab. Tulungagung,0355 323186,SWASTA/LAINNYA,C
3517109,RS Umum PKU Muhammadiyah Mojoagung,Jombang,"Jl. Raya Sumobito No 3 Terusan Gambiran Betek, Desa mancilan, Kecamatan Mojoagung, Kabupaten Jombang",0321-4894261,Organisasi Islam ,D
3505044,RS Umum Wava Husada Kesamben,Blitar,"Jl. Raya Kesamben Jugo No 1 RT 04 RW 07 Desa Kesamben, Kecamatan Kesamben, Kabupaten Blitar",0342 331999,SWASTA/LAINNYA,D
3573135,RS Ibu dan Anak Muhammadiyah Malang,Kota Malang,"Jl. KH. Wahid Hasyim NO. 26, 30 Malang",0341-326222,SWASTA/LAINNYA,C
3578785,RS Mitra Keluarga Kenjeran,Kota Surabaya,Jl. Kenjeran No. 506 Surabaya,031-99000880,Perusahaan,C
3523055,RS Umum Daerah R. Ali Manshur,Tuban,Jl. Raya Timur No. 131 Jatirogo Tuban,(0356) 551064,Pemkab,D
3509101,RS Utama Husada Jember,Jember,"Jl. Manggar No.134 Tegalsari, Ambulu Jember",0336- 881187,SWASTA/LAINNYA,D
3515157,RS Umum Daerah Sidoarjo Barat,Sidoarjo,"Jl. Bibis Bunder,
Kelurahan Tambak Kemerakan,
Kecamatan Krian,
Kabupaten Sidoarjo,
Provinsi Jawa Timur",(031) 89911199,Pemkab,C
3579002,RS Umum dr. Etty Asharto Batu,Kota Batu,Jl. Sajid No 44 Pesanggrahan,0341591054,SWASTA/LAINNYA,D
3577015,RS Umum Daerah Dr. Soedono Madiun,Kota Madiun,"Jl. Dr. Soetomo 59, Madiun",0351-454657,Pemprop,B
3514058,RS Umum Daerah Grati,Pasuruan,Jl. Raya Grati No. 199 Ranu Klindungan Grati Pasuruan,03434508999,Pemkab,C
3524048,RS Umum Citra Medika Lamongan,Lamongan,Jl. Lamongrejo No. 28 Lamongan,0322 312444,SWASTA/LAINNYA,D
3514036,RS Umum Daerah Bangil,Pasuruan,Jl. Raya Raci - Bangil Kab. Pasuruan,0343-744900,Pemkab,B
3572073,RS Islam Aminah,Kota Blitar,Jl. Kenari No. 54 Blitar,342801662,Organisasi Islam ,C
3511024,RS Cahya Medika,Bondowoso,"Jl. Raya Pakisan No.24 RT.19/RW.07, Desa Bataan",0332-5557554,SWASTA/LAINNYA,D
3515123,RS Umum Usada ,Sidoarjo,"Jl. Jeruk 117 Wage,Taman Sidoarjo",031 - 8539671,Perusahaan,D
3578122,RS Umum Tk. III Brawijaya,Kota Surabaya,Jl. Kesatrian No.17 Surabaya,(031) 5611272  ,TNI AD,C
3519012,RS Umum Dungus,Madiun,Jl. Raya Dungus - Wungu Madiun,0351 456735,Pemprop,C
3578556,RS Premier Surabaya,Kota Surabaya,Jl. Nginden Intan Barat B,031-5993211,SWASTA/LAINNYA,B
3524049,RS Umum Muhammadiyah Babat,Lamongan,Jl. Raya Babat-Surabaya KM. 4 Babat Lamongan,08113222440,SWASTA/LAINNYA,C
3523015,RS Umum Daerah Dr. R. Koesma Tuban,Tuban, Jl. dr. Wahidin Sudiro Husodo No. 800,0356-321010,Pemkab,B
3502112,RS Umum Aisyiyah Ponorogo,Ponorogo,"Jl. Dr Sutomo 18 - 24, Ponorogo",0352-461560,SWASTA/LAINNYA,C
3519026,RS Paru Manguharjo Madiun,Kota Madiun,"Jl. Yos Sudarso 108-112 Manguharjo, Kel. Madiun Lor, Kec. Manguharjo, Kota Madiun",0351-464916,Pemprop,C
3521027,RS Umum Daerah Geneng,Ngawi,"Jl. Raya Ngawi-Madiun KM 09 Kelurahan Tambakromo, Kecamatan Geneng, Kabupaten Ngawi, Provinsi Jawa Timur  ",081221223600,Pemkab,D
3515127,RS Umum Assakinah Medika,Sidoarjo,"Jl. Bogem Kebon Agung 65, Sidoarjo Jawa Timur ",031 - 8832354,Perusahaan,D
3529025,RS Islam Garam Kalianget,Sumenep,"Jl. Raya Kalianget No.1 Kalianget, Kab Sumenep",0328-667433,Organisasi Islam ,C
3516036,RS Mutiara Hati Mojokerto,Mojokerto,"Jl. Raya Kemantren Wetan No.49, Desa Terusan, Kecamatan Gedeg, Kab. Mojokerto",0321-363442,SWASTA/LAINNYA,D
3507096,RS Umum Wava Husada ,Malang,Jln. Panglima Sudirman 99a Kepanjen Malang,(0341) 393000,SWASTA/LAINNYA,B
3573011,RS Umum Daerah Dr. Saiful Anwar,Kota Malang,Jl. Jaksa Agung Suprapto No. 2 Malang,0341-362101,Pemprop,A
3528026,RS Ibu dan Anak Mukti Husada,Pamekasan,Jl. Kabupaten No. 68 Pamekasan,082228814287,Perusahaan,C
3579074,RS Baptis Batu,Kota Batu,"Jln. Raya Panglima Sudirman No. 33 Desa Tlekung, Kecamatan Junrejo, Kota Batu, Jawa Timur",(0341)594161,Organisasi Katholik,C
3525090,RS Umum Wates Husada,Gresik,Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik,031-7922351,SWASTA/LAINNYA,D
3525089,RS Umum Mabarrot MWC NU,Gresik,"Jl. Raya Bungah Dukun No. 1D, Desa/Kelurahan Masangan, Kec. Bungah, Kab. Gresik, Provinsi Jawa Timur, Kode Pos 61152",031-3940651 ,SWASTA/LAINNYA,D
3506059,RS Muhammadiyah Siti Khodijah,Kediri,JL. Dr. Soetomo 322 Sukorejo Kec. Gurah Kab. Kediri,0354 545481,SWASTA/LAINNYA,D
3575013,RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan,Kota Pasuruan, Jl. Dr Wahidin Sudirohusodo No. 1-4 Kota Pasuruan,(0343) 421073,Pemkot,C
3578773,RS Ibu dan Anak Bantuan 05.08.05 Surabaya,Kota Surabaya,Gubeng Pojok No.21 Surabaya,031-5310069 / F,TNI AD,C
3510102,RS Nahdlatul Ulama Banyuwangi,Banyuwangi,"Jl. Raya Mangir No. 9, Kec. Rogojampi, Banyuwangi",0333 632965,SWASTA/LAINNYA,C
3501019,RS Umum Medical Mandiri Pacitan,Pacitan,"Jalur Lintas Selatan,Suruhan Desa Sirnoboyo, Kecamatan Pacitan, Kabupaten Pacitan, Provinsi Jawa Timur",0357-883989,Perusahaan,D
3578771,RS Ibu dan Anak Putri Surabaya,Kota Surabaya,Jl. Arief Rahman Hakim No. 130 Surabaya,(031) 5999987,SWASTA/LAINNYA,C
3578042,RS Katolik St. Vincentius a Paulo,Kota Surabaya,Jl. Diponegoro 51 Surabaya,031-5677562,Organisasi Katholik,B
3576076,RS Emma,Kota Mojokerto,"Jl. Raya Ijen No.67 Kel. Wates, Kec. Magersari, Kota Mojokerto",(0321)328737,Organisasi Sosial,C
3578794,RS Ibu dan Anak Pusura Tegalsari,Kota Surabaya,JL. Tegalsari No.59 Surabaya,031-30008000,SWASTA/LAINNYA,C
3520012,RS Umum Daerah dr. Sayidiman Magetan,Magetan, Jl. Pahlawan No.2 Magetan Propinsi Jawa Timur,0351-895023,Pemkab,C
3578742,RS Islam Darus Syifa,Kota Surabaya,"Jl. Raya Benowo No.5,Surabaya",7406293,Organisasi Sosial,C
3515141,RS Umum Bunda,Sidoarjo,JL Kundi No 70 Kepuh Kiriman Waru Sidoarjo,031-8668880,SWASTA/LAINNYA,C
3571145,RS Ibu dan Anak Citra Keluarga,Kota Kediri,"Jl. Urip Sumoharjo 189, Kelurahan Ngronggo Kecamatan Kota - Kota Kediri Provinsi Jawa Timur Kode Pos 64129",0354 - 686428,SWASTA/LAINNYA,C
3525076,RS Petrokimia Gresik,Gresik,"Jl. Jend. A. Yani No. 69 Kel. Ngipik, Kec. Ngipik, Kab. Gresik",(031)3978658,SWASTA/LAINNYA,C
3517092,RS Muhammadiyah Jombang,Jombang,"Jl. Dr. Soetomo No.15 Jombang, Jawa Timur",0321-853480,Organisasi Islam ,D
3506047,RS Umum Muhammadiyah Surya Melati ,Kediri,"Jl. Raya Ngadiluwih - Wates km. 10, Ds. Ngletih, Kec. Kandat, Kab, Kediri, Prov. Jawa Timur",(0354) 441748,SWASTA/LAINNYA,D
3573258,RS Umum Daerah Kota Malang,Kota Malang,   JL. RAJASA NO. 27 MALANG,0341-754338,Pemkot,C
3571053,RS Umum Daha Husada,Kota Kediri,Jl. Veteran No. 48 Kota Kediri,0354-771062,Pemprop,D
3508056,RS Islam Lumajang,Lumajang,Jl. Kyai Muksin nomor 19 Kelurahan Tompokersan Kec. Lumajang Kab. Lumajang,0334-887999,SWASTA/LAINNYA,C
3515142,RS Umum Aminah,Sidoarjo,"Jl. Untung Suropati, Desa Watutulis, Kec Prambon Sidoarjo",031-99890993,SWASTA/LAINNYA,D
3506014,RS Umum Daerah Kabupaten Kediri,Kediri,Jl. Pahlawan Kusuma Bangsa No. 1 Pare,0354-391718,Pemkab,B
3509138,RS Kaliwates Jember,Jember,Jl. Diah Pitaloka Nomor 4 Jember,0331-485967,Perusahaan,C
3515137,RS Ibu dan Anak Pondok Tjandra,Sidoarjo,"Jl. Mangga I E Nomor 225, Perumahan Pondok Tjandra Indah, Kelurahan Tambaksumur, Kecamatan. Waru, Kabupaten Sidoarjo, Jawa Timur 61256
","031-8664488, 86",SWASTA/LAINNYA,C
3573277,RS Ibu dan Anak Mitra Mulia,Kota Malang,Jl. Pahlawan Trip A10 Malang,081333666651_,Perorangan,C
3573250,RS Ibu dan Anak Puri Bunda,Kota Malang,Jl. Simpang Sulfat Utara 60 A Malang,(0341)480047,SWASTA/LAINNYA,C
3510109,RS Umum Rahayu Medika,Banyuwangi,"Jl. Pekulo-Sukomukti No.09, Kebaman, Srono, Banyuwangi  Jawa Timur",(0333) 395518 /,SWASTA/LAINNYA,D
3573215,RS Umum Islam Aisyiyah Malang,Kota Malang,Jl. Sulawesi No 16 Malang,0341-326773,SWASTA/LAINNYA,C
3509123,RS Daerah Kalisat Jember,Jember,"Jl. M.H.Thamrin No.31 Kalisat ,
Desa Ajung,
Kecamatan Kalisat,
Kabupaten Jember,
Provinsi Jawa Timur",0331-591038,Pemkab,C
3571148,RS Ibu dan Anak Melinda,Kota Kediri,JL BALOWERTI GG II NO.59 KELURAHAN BALOWERTI KECAMATAN KOTA - KOTA KEDIRI JAWA TIMUR-64121,0354 - 691016/F,SWASTA/LAINNYA,C
3523053,RS Nahdlatul Ulama Tuban,Tuban,Jl. Letda Sucipto No. 211 Tuban,(0356) 328299,SWASTA/LAINNYA,C
3577030,RS Umum TNI AD Tk. IV 05.04.01 Kota Madiun,Kota Madiun,Jl. Pahlawan No. 79 Kartoharjo Madiun,0351-454787,TNI AD,D
3524045,RS Umum dr. Suyudi,Lamongan,"Jl. Deandles Paciran,Kecamatan Paciran, Kab. Lamongan",0322-661412,Perusahaan,C
3578793,RS PKU Muhammadiyah Surabaya,Kota Surabaya,"JL. KH MAS MANSYUR 180-182, KELURAHAN NYAMPLUNGAN, KECAMATAN PABEAN CANTIAN, KOTA SURABAYA, PROVINSI JAWA TIMUR",031-3522980,Organisasi Islam ,D
3515026,RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjan,Sidoarjo,"Jl. Raya Bebekan RT. 02 RW. 01, Kel. Bebekan, Kec. Taman",031-7882123,SWASTA/LAINNYA,B
3578778,RS National Hospital,Kota Surabaya,"Jl. Boulevard Famili Selatan kav. 1, Surabaya",031 - 2975777,SWASTA/LAINNYA,B
3525091,RS Umum Wali Songo I,Gresik,Jl. Raya Balongpanggang - Mojokerto Km 4 Kec. Balongpanggang,031 7922661 - 2,Perusahaan,D
3507259,RS Enggal Dangan,Malang,Jl. Raya Bamban No. 28 Desa Asrikaton Kec. Pakis,081233619311,SWASTA/LAINNYA,D
3515125,RS Ibu dan Anak Kirana,Sidoarjo,"Jl. Raya Ngelom No.87 Taman, Sidoarjo",031 - 7881623,Perusahaan,C
3578166,RS Soemitro Lanud Moeljono Surabaya,Kota Surabaya,Jl.Serayu No. 17 Surabaya,5669514,TNI AU,D
3578571,RS Umum Daerah dr. Mohamad Soewandhie,Kota Surabaya,Jl. Tambakrejo No. 45-47 Surabaya,(031) 3717141,Pemkot,B
3517095,RS Umum Pelengkap Medical Center,Jombang,"Jl. Ir. Juanda Nomor 03, Jombang, Provinsi Jawa Timur",(0321)877945,Perusahaan,D
3507104,RS Prima Husada,Malang,"Perum Banjararum Selatan No.3-7, RT 003 RW 012 Desa Banjararum Kec. Singosari, Kab. Malang",0341-458679,SWASTA/LAINNYA,C
3577098,RS Umum Darmayu Madiun,Kota Madiun,"Jl. Kapten Tendean No. 47, Kel. Demangan Kec. Taman Kota Madiun Jawa Timur",0351-4109999,SWASTA/LAINNYA,C
3523052,RS Muhammadiyah Tuban,Tuban,Jl. Diponegoro No.1 Tuban,"0356-321334,",SWASTA/LAINNYA,D
3524042,RS Umum Daerah Ngimbang,Lamongan,Jl. Raya Babat-Jombang No.227 Sendangrejo Kec. Ngimbang Kab. Lamongan,(0322)454056,Pemkab,C
3529040,RS Umum Daerah Abuya Kangean,Sumenep,Jl. Raya Pantai Celgung Desa Sambakati Kec. Arjasa Kabupaten Sumenep Provinsi Jawa Timur,0813-3288-4569,Pemkab,D
3517089,RS Umum Daerah Ploso,Jombang, Jl. Darmo Sugondo No.83 Rejoagung-Ploso,0321-888615,Pemkab,D
3502134,RS Umum Muhammadiyah Ponorogo,Ponorogo,"Jalan Diponegoro No. 50, Kelurahan Mangkujayan, Kecamatan Ponorogo, Kabupaten Ponorogo, Provinsi Jawa Timur, Kode Pos 63413",0352 481273,SWASTA/LAINNYA,C
3515133,RS Ibu dan Anak Metro Hospitals Sidoarjo,Sidoarjo,Jl. Raya Seruni No. 159 Desa Sruni Kecamatan Gedangan Kabupaten Sidoarjo Provinsi Jawa Timur,031-8917479,SWASTA/LAINNYA,C
3524073,RS Nahdlatul Ulama Babat,Lamongan,"JL. RAYA BABAT-LAMONGAN KM 4, Desa/Kelurahan Gembong, Kec. Babat, Kab. Lamongan, Provinsi Jawa Timur 62271",085700746906,SWASTA/LAINNYA,D
3509136,RS Umum Citra Husada Jember,Jember,"Jl. Teratai No. 22 , Kelurahan Gebang, Kecamatan Patrang, Kabupaten Jember , Provinsi Jawa Timur",0331-486200,SWASTA/LAINNYA,C
3573249,RS Umum Permata Bunda,Kota Malang,Jl. Soekarno Hatta No. 75 Malang,0341 - 407462,Perusahaan,D
3571020,RS TK. IV 05.07.02 Kediri,Kota Kediri,"Jl. Mayjen Sungkono No. 44, Kota Kediri",0354-687801,TNI AD,C
3520014,RS Ibu dan Anak Sekar Wangi,Magetan,"Jl. Gubernur Suryo No. 46-48 RT 07 RW 01, Desa Baron, Kecamatan Magetan, Kabupaten Magetan, Provinsi Jawa Timur",0351-895853,SWASTA/LAINNYA,C
3507119,RS Umum Wajak Husada,Malang,Jl. Raya Kidangbang RT. 16 RW. 05 Desa Kidangbang Kec. Wajak Kab. Malang 65173,03418221030,SWASTA/LAINNYA,D
3573044,RS Umum Panti Nirmala,Kota Malang,"Jl. Kebalen Wetan N0.2-8 Kedung Kandang, Kota Malang",362459,SWASTA/LAINNYA,B
3512052,RS Umum Mulia Medical Center,Situbondo,Jl. Pasir Putih No.07 RT. 002 RW. 001 Kelurahan Bletok Kecamatan Bungatan,0338 3977777,SWASTA/LAINNYA,D
3509137,RS Umum Srikandi IBI Jember,Jember,"Jl. KH Agus Salim No. 20
Kelurahan Tegal Besar
Kecamatan Kaliwates
Kabupaten Jember, Provinsi Jawa Timur ",0331 335290,Organisasi Sosial,C
3508053,RS Wijaya Kusuma,Lumajang,Jl. A. Yani No.149 Lumajang,0334-891325,SWASTA/LAINNYA,C
3576036,RS Gatoel,Kota Mojokerto,Jl. Raden Wijaya No. 56 Kel. Kranggan Kec. Prajurit Kulon,(0321) 321787,SWASTA/LAINNYA,C
3512012,RS Umum Daerah dr. Abdoer Rahem Situbondo,Situbondo,"Jl. Anggrek No. 68, Kelurahan. Patokan
Kecamatan. Situbondo, Kabupaten. Situbondo
Jawa Timur",0338-671028,Pemkab,C
3504069,RS Umum Satiti Prima Husada,Tulungagung,"Ds. Balesono, Kec. Ngunut Kab. Tulungagung",(0355) 591637,SWASTA/LAINNYA,D
3578769,RS Ibu dan Anak Kendangsari Merr,Kota Surabaya,"Jl. Dr. Ir. H. Soekarno No. 2, Kalijudan, Mulyorejo, Surabaya, Jawa Timur, Indonesia",(031) 3814388,SWASTA/LAINNYA,C
3578064,RS Adi Husada Undaan,Kota Surabaya,"Jl. Undaan Wetan No. 40-44, Surabaya",031-5318000,SWASTA/LAINNYA,B
3524046,RS Umum Intan Medika,Lamongan,"Jl. Raya Utara Pasar Blawi, Blawi, Karangbinangun",0322-3382605,SWASTA/LAINNYA,C
3514054,RS Sahabat,Pasuruan,Jl. Raya Surabaya Malang KM 50 Desa Suwayuwo Kecamatan Sukorejo,(0343) 6743777,Perorangan,D
3517021,RS Kristen Mojowarno,Jombang,"Jl. Merdeka No.59 Mojowarno, Jombang",0321-495093,Organisasi Protestan,C
3573276,RS Umum BRI Medika Malang,Kota Malang,Jl. Mayjend Panjaitan No. 176,085853759754,SWASTA/LAINNYA,D
3505041,RS Umum Al-Ittihad,Blitar,"JL. RAYA TOGOGAN, Desa/Kelurahan Togogan, Kec. Srengat, Kab.
Blitar, Provinsi Jawa Timur,
Kode Pos: 66152",0342551715,SWASTA/LAINNYA,D
3522014,RS Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Bojonegoro," Jl. Veteran No 36, Bojonegoro",0353-3412133,Pemkab,B
3528040,RS Ibu dan Anak Siti Aisyah Pamekasan,Pamekasan,"Jl. KH. Amin Jakfar V/5-7, Kel. Gladak Anyar Kec. Pamekasan Kab. Pamekasan Prov. Jawa Timur 69317",08113119665,Organisasi Islam ,C
3515129,RS Ibu dan Anak Soerya,Sidoarjo,Raya Kalijaten 11-15 Taman Sidoarjo,031-7885011,Perusahaan,C
3578764,RS Bhayangkara TK II HS. Samsoeri Mertojoso,Kota Surabaya,"Jl. A. Yani No. 116, Surabaya",318292227,POLRI,B
3528027,RS Umum Daerah Mohammad Noer Pamekasan,Pamekasan,JL. Bonorogo 17 Pamekasan Madura,0324-323085,Pemprop,C
3573244,RS Ibu dan Anak Puri,Kota Malang,"Jl. Taman Slamet No.20, Malang",0341 - 325329,SWASTA/LAINNYA,C
3526011,RS Umum Daerah Syarifah Ambami Rato Ebu,Bangkalan,Jl. Pemuda Kaffa No. 9 Bangkalan,3091111,Pemkab,B
3512036,RS Umum Daerah Besuki Kabupaten Situbondo,Situbondo,Jl. Olah Raga No 55 Besuki Kabupaten Situbondo Provinsi Jawa Timur ,0338-89111889,Pemkab,D
3515146,RS Pusura Candi,Sidoarjo,JL Raya Gelam No. 39 Sidoarjo,(031) 99717449,SWASTA/LAINNYA,D
3571122,RS Muhammadiyah Ahmad Dahlan,Kota Kediri,Jl. Gatot Subroto No. 84 Ngampel Mojoroto Kediri,(0354) 773115,Organisasi Islam ,C
3522062,RS Muslimat NU Muna Anggita Bojonegoro,Bojonegoro,Jl. Ahmad Yani No. 10A Bojonegoro,0353 884147,Organisasi Islam ,D
3506036,RS Umum Amelia,Kediri,Jl. Pahlawan No. 25A Pare Kediri,0354-394118,SWASTA/LAINNYA,D
3578777,RS Universitas Airlangga ,Kota Surabaya,"Jl. Dharmahusada Permai, Desa/Kelurahan Mulyorejo, Kec. Mulyorejo, Kota Surabaya, Provinsi Jawa Timur",031-5916290,Kementerian Lain,B
3573260,RS Ibu dan Anak Refa husada,Kota Malang,Jl. Mayjen Sungkono No. 9 Tlogowaru Kedung Kandang,0341754075,Perorangan,C
3502157,RS Yasyfin Darussalam Gontor,Ponorogo,"Dukuh Gontor 2, RT. 002 RW. 002, Desa Gontor, Kecamatan Mlarak, Kabupaten Ponorogo",03523597038,SWASTA/LAINNYA,D
3507230,RS Sumber Sentosa,Malang,"Jl. Kebonsari No. 221 Malang, RT 003, RW 002 Desa Tumpang, Kec. Tumpang, Kab. Malang",341787233,SWASTA/LAINNYA,D
3507085,RS Umum Daerah Lawang ,Malang,JL. R.A. Kartini No. 5 Lawang Kab. Malang,0341-426072,Pemkab,C
3579004,RS Punten,Kota Batu,Jl. Kenanga No. 300 Bulukerto Kecamatan Bumiaji Kota Batu,+62341512223,SWASTA/LAINNYA,D
3510010,RS Umum Daerah Blambangan,Banyuwangi,  Jl. Letkol Istiqlah No. 49 Banyuwangi,0333-421118,Pemkab,B
3574068,RS Ibu dan Anak Amanah,Kota Probolinggo,Jln dr Moh. Saleh No. 43 Kota Probolinggo,0335-423487,Perusahaan,C
3578322,RS Umum Daerah Husada Prima,Kota Surabaya,Jl. Karang Tembok No. 39 Surabaya,(031) 3713836,Pemprop,C
3577074,RS Umum Islam Siti Aisyah,Kota Madiun,"Jl. Mayjen Sungkono No. 38-40 Kel. Nambangan Lor, kec. Manguharjo, Kota Madiun",0351-464822,SWASTA/LAINNYA,C
3504074,RS Ibu dan Anak Amanda,Tulungagung,JL. Mayor Sujadi No. 38 Jepun Tulungagung,(0355) 325587,SWASTA/LAINNYA,C
3522064,RS Ibu dan Anak Fatma,Bojonegoro,JL Lettu Suyitno No 2 Desa Campurejo Kecamatan Bojonegoro Kabupaten Bojonegoro,0353 571576,SWASTA/LAINNYA,C
3515096,RS Umum Delta Surya,Sidoarjo,Jl. Pahlawan No. 09 Sidoarjo,(031) 8962531,Perusahaan,C
3523056,RS Graha Husada,Tuban,"Jl. Imam Bonjol, Lajo Lor, Kecamatan Singgahan, Kabupaten Tuban, Jawa Timur",081234447930,Perusahaan,D
